	id	word	tag
3658	7	the	DT
2057	11	to	TO
5693	19	police	NNS
2509	19	get	VB
2350	6	can	MD
8	8	,	,
5694	20	will	MD
2900	1	people	NNS
3832	2	the	DT
4602	18	.	.
3055	9	even	RB
2644	23	.	.
549	9	greatly	RB
1221	1	I	PRP
3182	12	my	PRP$
2329	6	the	DT
426	15	.	.
33	16	heavy	JJ
3337	31	.	.
44	27	having	VBG
691	9	and	CC
4889	5	yourself	PRP
3437	1	first	JJ
1242	22	surrounding	VBG
4645	20	to	IN
4535	11	,	,
4769	5	.	.
1657	14	Bing	NNP
2653	7	shareholder	NN
63	11	fought	VBD
4017	15	against	IN
2323	0	Each	DT
3691	3	,	,
3646	12	a	DT
227	32	tuition	NN
2885	15	leave	VB
1046	22	from	IN
1197	2	people	NNS
2704	20	,	,
3439	3	,	,
1623	13	charge	NN
4257	8	the	DT
3207	6	,	,
2977	1	they	PRP
3435	*	*	*
1966	4	understanding	VBG
2263	8	I	PRP
3787	9	doubled	VBD
1268	4	class	NN
3007	19	n't	RB
4811	*	*	*
5082	11	Service	NNP
2879	9	of	IN
3227	2	But	CC
4280	12	a	DT
3527	4	we	PRP
5830	8	are	VBP
5366	14	national	JJ
4482	2	n't	RB
5190	29	loyalist	NN
473	16	a	DT
3859	12	on	IN
2518	0	Ho	UH
705	3	often	RB
297	15	united	VBD
303	21	the	DT
4196	13	formally	RB
2446	16	which	WDT
800	*	*	*
3480	*	*	*
2252	17	yuan	NN
655	0	The	DT
3684	15	the	DT
5153	18	Party	NNP
5940	6	a	DT
240	45	time	NN
3688	0	Not	RB
1487	2	we	PRP
4102	27	the	DT
1954	3	took	VBD
5774	19	Yugoslav	JJ
2955	11	.	.
3193	2	n't	RB
4479	*	*	*
2623	2	,	,
3536	0	But	CC
3559	23	a	DT
5912	13	to	TO
5798	43	the	DT
1174	5	villages	NNS
1562	20	personnel	NNS
783	12	Village	NNP
333	14	all	DT
2313	0	They	PRP
1615	5	our	PRP$
3700	12	peasants	NNS
3166	17	for	IN
4792	21	.	.
4732	28	ten	CD
4507	11	what	WP
3710	22	see	VB
5978	30	of	IN
1073	11	come	VB
3265	1	,	,
247	4	and	CC
5726	15	might	MD
3026	0	The	DT
5964	16	the	DT
3767	9	walk	VB
5141	6	's	POS
3918	0	And	CC
4325	15	of	IN
755	2	go	VBP
4557	10	it	PRP
2330	7	interest	NN
1608	34	.	.
1564	22	they	PRP
4653	28	supported	VBD
2351	7	understand	VB
1161	21	would	MD
598	9	development	NN
2223	3	right	RB
315	33	called	VBN
1186	4	to	TO
5573	38	on	IN
149	20	to	IN
1328	0	And	CC
4518	22	and	CC
290	8	Committee	NNP
453	12	gate	NN
2087	7	these	DT
5916	17	probably	RB
5825	3	and	CC
4221	5	first	JJ
1215	7	class	NN
2991	3	if	IN
2299	6	it	PRP
2083	3	came	VBD
1033	9	,	,
4680	9	.	.
4684	2	is	VBZ
3532	9	single	JJ
1695	28	union	NN
5417	36	that	IN
5378	26	him	PRP
1103	2	two	CD
1074	12	because	IN
812	11	Association	NNP
5137	2	between	IN
6082	4	independent	JJ
5397	16	the	DT
1323	19	seminar	NN
5158	23	light	NN
3966	12	the	DT
5058	1	does	VBZ
2440	10	gave	VBD
349	8	Peasants	NNPS
2284	3	need	VBP
5684	10	in	IN
4307	15	shares	NNS
381	19	founding	NN
4071	16	complete	VB
2691	7	you	PRP
3739	9	?	.
422	11	ran	VBD
2439	9	often	RB
2663	17	fertilizer	NN
1501	16	much	JJ
5908	9	arrived	VBD
3018	5	illegally	RB
4864	24	.	.
124	30	the	DT
102	8	out	RP
2902	3	bank	NN
3841	2	villagers	NNS
1507	22	.	.
4871	5	your	PRP$
486	9	and	CC
4635	10	into	IN
5876	8	,	,
2619	18	.	.
135	6	's	POS
1108	7	the	DT
6026	1	you	PRP
1738	11	it	PRP
1084	22	so	CC
4630	5	and	CC
4340	3	not	RB
811	10	Peasants	NNPS
3106	0	Essentially	RB
893	17	buy	VB
1662	19	undertake	VB
3320	14	Bing	NNP
3994	17	,	,
4868	2	to	TO
4019	17	.	.
5406	25	consolidate	VB
3656	5	popular	JJ
4812	0	We	PRP
354	13	;	:
6077	*	*	*
3539	3	that	IN
3513	17	conscientious	JJ
4671	0	Just	RB
144	15	into	IN
380	18	the	DT
2436	6	store	NN
1509	0	Then	RB
5747	36	troops	NNS
121	27	restoration	NN
2650	4	've	VBP
611	10	Yongji	NNP
1406	5	end	NN
1253	7	10	CD
418	7	set	VBN
2099	19	already	RB
3082	10	;	:
1433	*	*	*
5419	38	is	VBZ
5501	39	moment	NN
4795	1	,	,
3783	5	had	VBD
3414	11	The	DT
5044	16	,	,
3148	*	*	*
248	5	administrative	JJ
5686	12	Democratic	NNP
1128	11	trying	VBG
4700	7	a	DT
5565	30	just	RB
447	6	and	CC
5043	15	plus	CC
5756	1	part	NN
4545	21	.	.
1652	9	to	TO
2370	9	-LRB-	-LRB-
5022	11	out	IN
4510	14	system	NN
4148	1	Village	NNP
2119	*	*	*
2801	3	impact	NN
4801	7	cultural	JJ
4963	17	belong	VBP
3898	*	*	*
3460	1	afternoon	NN
3910	11	of	IN
1632	6	the	DT
414	3	the	DT
752	*	*	*
3383	8	compared	VBN
794	8	a	DT
5607	24	is	VBZ
1057	33	the	DT
654	*	*	*
5674	0	They	PRP
2517	*	*	*
4775	4	our	PRP$
3628	16	which	WDT
1261	15	afternoon	NN
3740	*	*	*
3211	10	,	,
5645	10	will	MD
589	0	Will	MD
5821	*	*	*
1220	0	So	RB
5790	35	n't	RB
1883	8	circumstances	NNS
6089	11	serving	VBG
1611	1	we	PRP
5711	0	Basically	RB
4856	16	you	PRP
701	*	*	*
4941	33	that	DT
2787	7	eight	CD
5760	5	here	RB
3275	5	is	VBZ
1992	13	she	PRP
208	13	caused	VBN
1554	12	,	,
2921	9	,	,
425	14	issue	NN
1344	1	next	JJ
5194	33	the	DT
5735	24	resolution	NN
1176	7	I	PRP
3395	6	we	PRP
5352	0	Once	IN
110	16	places	NNS
3163	14	to	TO
2166	12	-LRB-	-LRB-
3012	*	*	*
4335	25	.	.
1022	16	.	.
1513	4	,	,
3352	13	?	.
3882	16	was	VBD
1144	4	to	IN
1670	3	set	VBD
1699	32	participate	VB
2576	*	*	*
4982	1	also	RB
1335	7	technical	JJ
1362	1	,	,
4304	12	maximum	NN
5284	0	Yugoslavia	NNP
4258	9	association	NN
5820	17	?	.
437	9	with	IN
5038	10	,	,
5683	9	leaders	NNS
5952	4	,	,
2876	6	of	IN
6022	6	Belgrade	NNP
107	13	go	VB
5100	3	Yugoslavia	NNP
29	12	of	IN
5677	3	Zingic	NNP
5204	0	The	DT
4011	9	there	EX
5093	2	Tony	NNP
1471	*	*	*
751	42	.	.
1354	11	in	RP
584	18	village	NN
196	1	those	DT
2227	7	still	RB
1840	36	would	MD
4800	6	overall	JJ
4153	6	263	CD
2521	3	I	PRP
5065	8	it	PRP
5813	10	point	NN
4504	8	study	VB
5719	8	of	IN
2972	15	to	IN
5805	2	how	WRB
1272	8	many	JJ
3353	*	*	*
5045	17	such	PDT
5963	15	but	CC
3864	17	.	.
179	3	200,000	CD
1170	1	,	,
3442	6	afternoon	NN
3995	18	it	PRP
2199	13	union	NN
5947	*	*	*
3592	*	*	*
3317	11	see	VB
2132	12	?	.
3254	*	*	*
3101	29	the	DT
1194	*	*	*
90	38	as	IN
5746	35	Yugoslav	JJ
2985	9	startled	JJ
5860	12	going	VBG
4189	6	,	,
1788	6	regret	NN
624	4	heard	VBN
69	17	-	HYPH
5405	24	to	TO
889	13	investing	VBG
2477	16	that	IN
3732	2	you	PRP
1600	26	the	DT
5203	*	*	*
3937	0	But	CC
877	1	I	PRP
4205	22	City	NNP
4313	3	n't	RB
764	11	you	PRP
293	11	Communist	NNP
2944	0	They	PRP
1119	2	and	CC
445	4	classroom	NN
468	11	several	JJ
3838	*	*	*
1158	18	technical	JJ
432	4	association	NN
1183	1	I	PRP
5695	21	be	VB
3653	2	,	,
1496	11	we	PRP
5550	15	onto	IN
577	11	that	WDT
5102	5	to	TO
245	2	and	CC
4251	2	shareholding	NN
367	5	first	JJ
2513	23	in	IN
4051	4	everybody	NN
4766	2	,	,
2927	15	to	TO
1090	28	from	IN
2338	5	six	CD
5586	3	a	DT
3196	5	become	VB
3949	12	.	.
3857	10	to	TO
2409	26	,	,
4536	12	I	PRP
2770	10	come	VB
555	15	peasant	NN
2225	5	,	,
2215	29	over	IN
1032	8	,	,
2602	1	the	DT
4902	10	of	IN
5948	0	He	PRP
2063	0	At	IN
3231	6	the	DT
5488	26	and	CC
3210	9	'll	MD
5670	18	Belgrade	NNP
151	22	places	NNS
3970	*	*	*
3365	11	in	IN
2133	*	*	*
1729	2	at	IN
3246	4	that	IN
915	13	fertilizer	NN
4275	7	member	NN
1894	19	is	VBZ
4991	10	off	RP
3381	6	we	PRP
3802	2	to	IN
1383	4	into	IN
2431	1	,	,
2569	4	are	VBP
1867	5	it	PRP
5909	10	in	IN
1371	10	exchange	NN
748	39	a	DT
1321	17	an	DT
2552	0	And	CC
1760	1	year	NN
4908	0	Now	RB
3112	6	family	NN
1047	23	our	PRP$
1172	3	the	DT
5617	6	out	RP
1654	11	demands	NNS
1448	2	not	RB
4398	12	.	.
2145	3	it	PRP
471	14	heads	NNS
5579	44	of	IN
4328	18	of	IN
5877	9	today	NN
3837	7	,	,
5880	12	Budor	NNP
4907	*	*	*
896	20	a	DT
2091	11	,	,
251	8	the	DT
5220	6	of	IN
2170	16	not	RB
4342	5	five	CD
1086	24	the	DT
5712	1	it	PRP
3926	8	should	MD
292	10	the	DT
5018	7	my	PRP$
1726	*	*	*
5748	37	and	CC
1599	25	from	IN
4726	22	Number	NNP
1419	2	of	IN
1616	6	Yongji	NNP
2244	9	you	PRP
3803	3	him	PRP
1175	6	,	,
3985	8	;	:
4374	2	wanted	VBD
1212	4	came	VBD
2715	6	in	RB
613	12	Shanxi	NNP
1643	0	Aside	RB
5436	10	Mr.	NNP
3492	3	we	PRP
3997	20	this	DT
5491	29	hang	VB
505	13	together	RP
5112	15	forced	VBD
272	29	,	,
4838	12	.	.
3313	7	the	DT
1580	6	the	DT
5517	13	openly	RB
5737	26	1244	CD
106	12	separately	RB
4316	6	number	NN
4928	20	of	IN
952	50	,	,
1163	23	be	VB
2764	4	thought	VBD
2008	29	Bing	NNP
4709	5	,	,
2389	6	help	VB
1024	0	The	DT
1820	16	court	NN
2412	29	got	VBD
416	5	was	VBD
2812	8	really	RB
3932	14	get	VB
1745	18	positive	JJ
564	24	.	.
478	1	secretary	NN
1769	10	back	RP
142	13	cadres	NNS
3589	13	joined	VBD
1192	10	altogether	RB
4681	*	*	*
2344	0	But	CC
605	4	mind	NN
3116	10	;	:
1209	1	than	IN
497	5	yuan	NN
1374	13	the	DT
2516	26	?	.
3488	*	*	*
3720	*	*	*
721	12	when	WRB
4522	26	.	.
1025	1	first	JJ
4349	12	.	.
2741	5	who	WP
1397	18	for	IN
4077	2	a	DT
2699	15	your	PRP$
4905	13	it	PRP
5166	5	Socialists	NNPS
5448	22	.	.
5076	5	a	DT
1963	1	husband	NN
1671	4	up	RP
336	*	*	*
5359	7	has	VBZ
2380	19	cry	VB
5074	3	World	NNP
3459	0	That	DT
5354	2	collapsed	VBD
2138	4	all	DT
1905	6	said	VBD
1219	*	*	*
2677	11	'll	MD
724	15	how	WRB
765	12	come	VBP
286	4	and	CC
307	25	disaster	NN
3820	5	was	VBD
5836	14	the	DT
4472	2	we	PRP
5520	16	they	PRP
2716	7	their	PRP$
5410	29	Yugoslavia	NNP
5498	36	have	VBP
1566	24	to	TO
71	19	effort	NN
1665	22	.	.
711	2	the	DT
5277	34	are	VBP
1020	14	like	IN
3534	11	.	.
4865	*	*	*
2358	14	way	NN
737	28	their	PRP$
1694	27	credit	NN
4439	7	,	,
1514	5	I	PRP
5656	4	a	DT
4738	2	is	VBZ
1181	*	*	*
1095	33	I	PRP
3499	3	time	NN
2142	0	After	IN
3023	10	matter	NN
2548	30	real	JJ
4032	0	So	RB
978	2	easy	JJ
1188	6	peasants	NNS
5184	23	was	VBD
3625	13	-	HYPH
5589	6	also	RB
5363	11	resigned	VBD
344	3	2004	CD
2302	0	So	RB
911	9	the	DT
3617	5	2003	CD
47	30	has	VBZ
3907	8	are	VBP
5274	31	leaders	NNS
443	2	built	VBD
5119	22	but	CC
3221	20	business	NN
2559	7	having	VBG
3226	1	!	,
4558	11	to	TO
4528	4	really	RB
1297	5	more	JJR
3154	5	's	POS
3286	0	Bing	NNP
1055	31	banks	NNS
848	8	ran	VBD
4540	16	up	RP
2031	*	*	*
5061	4	me	PRP
3181	11	and	CC
5692	18	and	CC
5709	35	.	.
1411	10	held	VBN
1112	11	surround	VBP
4623	19	.	.
776	5	its	PRP$
5763	8	resolution	NN
183	7	the	DT
2173	19	a	DT
4959	13	technical	JJ
5335	1	whole	JJ
5260	17	and	CC
734	25	quality	NN
1951	0	This	DT
1168	*	*	*
1319	15	to	TO
3908	9	a	DT
2098	18	has	VBZ
485	8	involved	VBN
4154	7	households	NNS
452	11	the	DT
2881	11	and	CC
2868	10	!	.
4984	3	members	NNS
30	13	Zhejiang	NNP
789	3	Bing	NNP
5652	0	Well	UH
1310	6	terrific	JJ
1109	8	ten	CD
100	6	recently	RB
4204	21	Yongji	NNP
5875	7	Minister	NNP
3258	3	him	PRP
1609	*	*	*
5974	26	is	VBZ
1477	5	income	NN
3869	3	were	VBD
2778	18	?	.
861	21	the	DT
1789	7	,	,
903	1	,	,
4239	23	,	,
109	15	such	JJ
5729	18	the	DT
5364	12	officially	RB
5110	13	of	IN
5238	12	Minister	NNP
6063	22	from	IN
5239	13	of	IN
4581	11	Bing	NNP
5954	6	behind	IN
1916	17	me	PRP
2617	16	each	DT
4552	5	controlling	NN
2053	7	again	RB
2698	14	take	VB
2114	8	not	RB
5725	14	it	PRP
4004	2	this	DT
1094	32	,	,
1121	4	each	DT
4309	*	*	*
1539	30	women	NNS
809	8	to	IN
4668	8	agreed	VBD
2689	5	,	,
6002	13	Kostunica	NNP
4267	*	*	*
1421	4	,	,
4660	0	But	CC
5740	29	actually	RB
1921	22	wanted	VBD
1561	19	technical	JJ
4093	18	impact	NN
3669	0	But	CC
3102	30	peasant	NN
1669	2	thereupon	RB
3400	11	city	NN
2970	13	came	VBD
5212	8	.	.
1873	11	.	.
1786	4	feel	VB
5461	*	*	*
1204	9	the	DT
5715	4	such	PDT
4604	0	Zheng	NNP
5637	2	you	PRP
1706	1	you	PRP
4829	3	10	CD
2582	5	thinking	VBG
6061	20	a	DT
518	*	*	*
829	14	peasants	NNS
3339	0	In	IN
3979	2	selection	NN
438	10	problems	NNS
627	7	Bing	NNP
1438	4	to	TO
3089	17	with	IN
925	23	they	PRP
3109	3	store	NN
4375	3	to	TO
2034	2	how	WRB
4969	23	a	DT
5384	3	,	,
1173	4	ten	CD
4576	6	everyone	NN
3471	1	laughed	VBD
944	42	buying	VBG
4840	0	But	CC
4378	6	shares	NNS
12	12	Shen	NNP
1117	0	Um	UH
6085	7	petroleum	NN
2633	12	yuan	NN
2763	3	I	PRP
642	7	felt	VBD
4063	8	difficult	JJ
2892	2	really	RB
1965	3	not	RB
3204	3	them	PRP
3846	*	*	*
2168	14	them	PRP
5572	37	also	RB
5957	9	,	,
3309	3	that	WDT
2149	7	looked	VBD
4934	26	biggest	JJS
653	18	.	.
429	1	really	RB
5743	32	the	DT
3989	12	committee	NN
6005	16	the	DT
2934	1	said	VBD
