	id	word	tag
1791	9	looked	VBD
2355	11	do	VB
1940	2	farming	NN
702	0	And	CC
2442	12	to	IN
5738	27	,	,
496	4	1,000	CD
4731	27	within	IN
464	7	they	PRP
3915	16	us	PRP
5414	33	indications	NNS
172	43	preparation	NN
2020	7	,	,
5838	16	value	NN
3764	6	really	RB
5422	41	doing	VBG
2540	22	the	DT
6042	1	FE	NNP
2009	30	left	VBD
2260	5	,	,
3084	12	donated	VBD
2112	6	still	RB
900	24	.	.
1446	0	Um	UH
1911	12	,	,
3542	6	so	RB
2697	13	'll	MD
4758	12	what	WP
3662	11	it	PRP
741	32	Zheng	NNP
2293	0	There	EX
2452	22	yuan	NN
3816	1	reason	NN
5795	40	to	TO
1206	11	?	.
509	17	and	CC
3716	28	peasants	NNS
5048	20	sum	NN
4320	10	they	PRP
4087	12	association	NN
5516	12	very	RB
1549	7	,	,
3029	3	the	DT
4588	4	in	IN
2202	16	finally	RB
2566	1	discovered	VBD
3904	5	,	,
2044	12	?	.
767	14	Zhaizi	NNP
5939	5	as	IN
3774	16	village	NN
3699	11	the	DT
1508	*	*	*
3134	7	a	DT
3761	3	,	,
5925	26	O'brien	NNP
421	10	it	PRP
123	29	in	IN
5968	20	keeping	VBG
4815	3	set	VBN
3292	6	own	JJ
819	4	why	WRB
1403	2	times	NNS
1382	3	run	VB
2148	6	lawyer	NN
5120	23	now	RB
1575	1	,	,
1638	12	to	TO
1795	13	.	.
3331	25	also	RB
5859	11	is	VBZ
5420	39	having	VBG
399	5	before	IN
3151	2	n't	RB
2310	8	union	NN
882	6	,	,
3565	1	I	PRP
6059	18	60	CD
1179	10	women	NNS
1352	9	's	POS
5356	4	politically	RB
5540	5	allies	NNS
2130	10	what	WP
982	6	to	TO
456	*	*	*
1486	1	if	IN
1079	17	come	VB
1950	*	*	*
5234	8	still	RB
689	7	her	PRP$
4806	12	to	TO
2429	*	*	*
641	6	I	PRP
2392	9	to	TO
2825	21	it	PRP
1953	2	debt	NN
3538	2	saw	VBD
4100	25	paralysis	NN
3058	12	was	VBD
4034	2	's	VBZ
5773	18	the	DT
2710	1	is	RB
1083	21	,	,
4512	16	all	RB
5802	*	*	*
4796	2	,	,
1884	9	,	,
4575	5	,	,
389	2	is	VBZ
2494	4	credit	NN
1851	5	it	PRP
3036	3	persuaded	VBN
4157	0	The	DT
3603	10	of	IN
845	5	,	,
542	2	problem	NN
3724	3	village	NN
91	39	usual	JJ
3679	10	achieve	VB
5728	17	at	IN
3871	5	confident	JJ
4591	7	that	WDT
1979	0	With	IN
3244	2	have	VB
5201	40	police	NNS
3150	1	ca	MD
5492	30	on	IN
5282	39	.	.
5512	8	of	IN
2964	7	from	IN
3463	4	did	VBD
2529	11	,	,
4169	12	over	IN
1676	9	project	NN
1048	24	village	NN
2949	5	that	IN
1960	9	.	.
2530	12	I	PRP
5985	37	in	IN
4979	33	.	.
4058	3	,	,
237	42	start	VB
4210	2	representative	NN
4590	6	village	NN
1133	16	had	VBD
2880	10	thousands	NNS
1805	1	the	DT
5034	6	and	CC
163	34	help	VB
4593	9	categorized	VBN
5792	37	to	TO
6088	10	pipeline	NN
5521	17	will	MD
4563	16	to	TO
4387	1	you	PRP
265	22	school	NN
3839	0	and	CC
2001	22	turn	VB
1811	7	of	IN
3277	7	anymore	RB
3964	10	clash	VB
2978	2	said	VBD
4656	31	's	POS
2906	7	,	,
4351	0	I	PRP
5583	0	Let	VB
1428	11	to	TO
398	4	years	NNS
4083	8	the	DT
5081	10	World	NNP
947	45	so	CC
3078	6	made	VBD
3919	1	if	IN
3138	11	once	IN
5431	5	the	DT
4999	2	much	JJ
5659	7	was	VBD
5224	10	?	.
3229	4	felt	VBD
1826	22	should	MD
1452	0	Starting	VBG
593	4	a	DT
2725	16	peasants	NNS
41	24	dormitories	NNS
560	20	of	IN
4904	12	to	IN
4184	1	June	NNP
489	12	matter	NN
243	0	School	NN
3172	2	the	DT
1339	11	buy	VB
4055	0	In	IN
5256	13	pro-democracy	JJ
405	11	themselves	PRP
1442	8	for	IN
261	18	,	,
4031	*	*	*
3537	1	I	PRP
5553	18	again	RB
1689	22	out	RP
3478	2	what	WP
1725	20	?	.
1203	8	to	IN
834	2	kind	RB
1866	4	pay	VB
2496	6	that	DT
3016	3	raising	VBG
4577	7	again	RB
2010	31	home	NN
4050	3	's	VBZ
340	*	*	*
4233	17	,	,
1601	27	agricultural	JJ
2796	16	.	.
5446	20	takes	VBZ
5717	6	threatening	JJ
480	3	,	,
3875	9	handle	VB
3725	4	construction	NN
6035	0	You	PRP
2785	5	uh	UH
1523	14	our	PRP$
3621	9	organized	VBD
4531	7	hold	VB
5403	22	is	VBZ
5646	11	do	VB
5731	20	because	IN
799	13	.	.
1766	7	,	,
5447	21	time	NN
3025	*	*	*
2453	23	of	IN
4405	2	we	PRP
5023	12	more	JJR
4930	22	peasant	NN
3704	16	something	NN
5696	22	policing	VBG
363	1	,	,
1271	7	,	,
6028	3	much	RB
2003	24	this	DT
5478	16	tired	JJ
4306	14	three	CD
5710	*	*	*
5033	5	,	,
347	6	Shanxi	NNP
3350	11	come	VB
4851	11	it	PRP
3613	1	Lunar	NNP
5701	27	and	CC
2562	10	impact	NN
3027	1	bank	NN
4241	25	set	VBN
5584	1	's	PRP
1423	6	year	NN
656	1	minute	NN
3083	11	she	PRP
5610	*	*	*
2102	22	against	IN
632	12	on	RB
4935	27	issue	NN
2493	3	on	IN
2665	*	*	*
4399	*	*	*
4710	6	we	PRP
5662	10	today	NN
4310	0	If	IN
2334	1	they	PRP
3548	12	,	,
4661	1	when	WRB
2500	10	you	PRP
3619	7	Zheng	NNP
1465	13	,	,
4059	4	it	PRP
4503	7	and	CC
4921	13	family	NN
115	21	,	,
1821	17	,	,
1494	9	a	DT
2401	18	I	PRP
3874	8	could	MD
1232	12	the	DT
2661	15	to	TO
2817	13	and	CC
1195	0	Were	VBD
5563	28	,	,
1153	13	're	VBP
3909	10	matter	NN
4860	20	and	CC
5409	28	over	IN
57	5	people	NNS
4532	8	a	DT
3883	17	n't	RB
3061	15	she	PRP
5200	39	the	DT
6029	4	for	IN
1735	8	n't	RB
5485	23	protesting	VBG
2823	19	I	PRP
2196	10	of	IN
159	30	Pingyang	NNP
4160	3	households	NNS
2475	14	never	RB
2564	*	*	*
4355	4	say	VB
5125	28	week	NN
4200	17	Civil	NNP
2608	7	,	,
4704	0	As	IN
707	5	.	.
3046	0	Therefore	RB
6091	13	Western	JJ
1093	31	village	NN
5755	0	That	DT
1376	15	area	NN
5992	3	that	IN
72	20	to	TO
1922	23	to	TO
4534	10	share	NN
4366	15	paint	NN
1764	5	,	,
743	34	's	POS
4145	17	.	.
1005	*	*	*
2668	2	at	IN
1190	8	surrounding	VBG
4377	5	controlling	NN
2601	0	Given	VBN
1125	8	would	MD
1241	21	the	DT
5456	6	in	IN
5020	9	has	VBZ
3351	12	about	RP
4008	6	of	IN
1577	3	in	IN
3906	7	lanes	NNS
3729	*	*	*
1343	0	The	DT
6078	0	The	DT
440	*	*	*
1100	*	*	*
2637	16	of	IN
5720	9	bit	NN
649	14	to	TO
1546	4	our	PRP$
4624	*	*	*
4641	16	matter	NN
2852	23	is	VBZ
3503	7	courtyard	NN
4373	1	people	NNS
630	10	approach	NN
1249	3	on	RP
4149	2	has	VBZ
482	5	our	PRP$
1584	10	association	NN
1462	10	one	CD
3040	7	the	DT
4678	7	,	,
3273	3	no	DT
3683	14	for	IN
5762	7	the	DT
3225	0	Oh	UH
1072	10	to	TO
2631	10	invest	VB
1660	17	her	PRP
2425	7	as	IN
5130	33	like	IN
3097	25	the	DT
3976	*	*	*
5930	31	to	IN
5784	29	,	,
4318	8	shares	NNS
4822	10	two	CD
1408	7	'98	CD
1845	*	*	*
1798	1	could	MD
3957	3	an	DT
1475	3	,	,
35	18	,	,
444	3	a	DT
2359	15	.	.
3654	3	it	PRP
3179	9	this	DT
1286	3	the	DT
4509	13	coop	JJ
3416	13	's	POS
2137	3	it	PRP
2636	15	mu	NN
4016	14	anything	NN
5886	18	head	NN
1681	14	for	IN
4421	18	they	PRP
1692	25	from	IN
5960	12	Vojislav	NNP
4847	7	two	CD
3635	1	was	VBD
372	10	legally	RB
4672	1	now	RB
140	11	offices	NNS
5676	2	Zoran	NNP
5000	3	of	IN
714	5	the	DT
3188	18	agree	VB
5375	23	collapsed	VBD
4250	1	the	DT
406	12	a	DT
20	3	has	VBZ
1004	12	.	.
2411	28	I	PRP
2545	27	the	DT
2390	7	the	DT
5936	2	be	VB
42	25	and	CC
2830	1	grief	NN
3371	17	the	DT
3022	9	small	JJ
3364	10	women	NNS
11	11	Haixiong	NNP
1177	8	chose	VBD
1947	9	small	JJ
2501	11	concerned	JJ
2863	5	you	PRP
3865	*	*	*
1026	2	time	NN
3848	1	decided	VBD
2989	1	said	VBD
961	59	did	VBD
2889	*	*	*
3015	2	of	IN
3338	*	*	*
4291	*	*	*
735	26	-LRB-	-LRB-
1440	6	the	DT
2875	5	out	IN
3986	9	if	IN
916	14	,	,
5078	7	of	IN
4089	14	had	VBN
5627	16	by	IN
4753	7	,	,
2772	12	things	NNS
1624	14	.	.
4824	12	.	.
821	6	you	PRP
1367	6	became	VBD
3712	24	direct	JJ
5474	12	from	IN
850	10	uh	UH
1000	8	first	JJ
4523	*	*	*
4114	7	committee	NN
1637	11	began	VBD
1667	0	Zheng	JJ
3173	3	time	NN
4628	3	plus	CC
1347	4	this	DT
4750	4	people	NNS
3230	5	,	,
4271	3	,	,
4674	3	repeatedly	RB
3232	7	peasants	NNS
4977	31	of	IN
703	1	she	PRP
4852	12	's	VBZ
3291	5	her	PRP$
3673	4	dancing	VBG
2408	25	yuan	NN
1327	*	*	*
5672	20	.	.
4987	6	credit	NN
5084	13	PRI	NNP
986	10	village	NN
5525	21	with	IN
5899	0	We	PRP
5040	12	invested	VBD
4049	2	it	PRP
3485	*	*	*
2474	13	absolutely	RB
3873	7	you	PRP
1198	3	who	WP
4181	24	.	.
1518	9	agricultural	JJ
1799	2	it	PRP
1014	8	day	NN
128	*	*	*
1364	3	center	NN
4679	8	quality	NN
891	15	money	NN
2793	13	did	VBD
5109	12	thousands	NNS
5803	0	Well	UH
5217	3	do	VBP
3249	7	would	MD
1208	0	More	JJR
3868	2	why	WRB
4065	10	get	VB
5205	1	World	NNP
1239	19	people	NNS
2289	*	*	*
2740	4	anyone	NN
275	32	repairs	NNS
1035	11	the	DT
1229	9	was	VBD
1008	2	time	NN
3828	13	.	.
2532	14	thinking	VBG
1058	34	Yellow	NNP
4516	20	come	VB
281	*	*	*
1043	19	or	CC
1316	12	her	PRP$
968	66	on	IN
2381	20	.	.
4967	21	the	DT
1939	1	a	DT
4690	8	to	IN
1274	10	the	DT
619	*	*	*
5140	5	Yugoslavia	NNP
1742	15	I	PRP
1390	11	all	DT
4956	10	;	:
1579	5	,	,
1655	12	of	IN
3568	*	*	*
2352	8	and	CC
2212	26	pay	VB
6058	17	to	IN
3178	8	about	IN
3192	1	do	VBP
1307	3	heard	VBD
575	9	a	DT
2360	*	*	*
1280	16	feedback	NN
4952	6	collect	VB
5037	9	peasants	NNS
1993	14	did	VBD
2639	18	,	,
269	26	sanitation	NN
629	9	aggressive	JJ
4508	12	the	DT
3081	9	decision	NN
3466	7	a	DT
5312	28	officially	RB
4023	2	's	VBZ
2046	0	They	PRP
4778	7	whole	JJ
2113	7	can	MD
27	10	disaster	NN
2040	8	union	NN
3928	10	we	PRP
5505	1	,	,
3216	15	the	DT
3814	*	*	*
129	0	More	JJR
4511	15	is	VBZ
5982	34	the	DT
13	13	and	CC
5218	4	we	PRP
1525	16	women	NNS
2365	4	shoot	VB
3052	6	with	IN
4005	3	village	NN
2340	7	back	RP
374	12	and	CC
4454	8	,	,
5228	2	it	PRP
939	37	-	HYPH
5832	10	offering	VBG
2147	5	the	DT
3591	15	.	.
5528	24	of	IN
5117	20	Milosevic	NNP
3623	11	large	JJ
529	10	the	DT
3714	26	of	IN
1269	5	was	VBD
4281	13	total	NN
1394	15	here	RB
4009	7	ours	PRP
1797	0	How	WRB
2979	3	illegally	RB
1441	7	money	NN
4610	6	to	IN
5941	7	special	JJ
3811	11	say	VB
1273	9	of	IN
1712	7	do	VB
955	53	basically	RB
4506	10	on	IN
4866	0	You	PRP
5383	2	since	IN
403	9	already	RB
2071	8	me	PRP
5789	34	did	VBD
1977	15	.	.
158	29	,	,
3888	0	Because	IN
902	0	Also	RB
352	11	formally	RB
4130	2	have	VBP
754	1	you	PRP
2971	14	here	RB
6065	24	cents	NNS
2920	8	me	PRP
311	29	a	DT
661	6	she	PRP
1989	10	on	IN
3665	14	'	POS
306	24	the	DT
2335	2	can	MD
2356	12	it	PRP
3702	14	association	NN
3804	4	three	CD
1927	28	,	,
3427	24	from	IN
749	40	dazzling	VBG
3638	4	's	POS
4424	21	I	PRP
1266	2	when	WRB
4618	14	from	IN
5381	0	Well	UH
3595	2	series	NN
2134	0	So	RB
4109	2	the	DT
514	22	with	IN
5445	19	definitely	RB
409	15	.	.
4539	15	set	VBD
6070	29	to	IN
6025	0	Thank	VBP
5272	29	the	DT
207	12	difficulties	NNS
458	1	invested	VBD
2054	8	or	CC
2430	0	However	RB
250	7	in	IN
5195	34	Interior	NNP
1107	6	to	IN
4937	29	her	PRP
1713	8	if	IN
3911	12	concern	NN
715	6	Peasants	NNPS
552	12	prestige	NN
1439	5	provide	VB
2270	15	to	IN
3144	17	everybody	NN
5818	15	the	DT
1925	26	,	,
634	*	*	*
316	34	"	``
35	Donating	VBG
36	love	NN
37	to	IN
38	disaster	NN
39	stricken	VBN
40	schools	NNS
41	"	''
5723	12	news	NN
427	*	*	*
4517	21	back	RB
105	11	to	TO
3041	8	city	NN
4238	22	Plant	NNP
2169	15	-RRB-	-RRB-
1709	4	what	WP
89	37	opened	VBN
2241	6	expires	VBZ
3174	4	I	PRP
5300	16	the	DT
1949	11	.	.
4044	12	mobilize	VB
2848	19	were	VBD
1	1	News	NNP
4337	0	But	CC
935	33	'd	MD
5209	5	is	VBZ
2720	11	our	PRP$
591	2	associations	NNS
4562	15	capital	NN
2936	3	why	WRB
2448	18	her	PRP
1576	2	starting	VBG
5080	9	BBC	NNP
213	18	educational	JJ
778	7	at	IN
3496	0	Because	IN
4773	2	we	PRP
2043	11	go	VB
5523	19	put	VB
1567	25	provide	VB
165	36	restoring	VBG
3566	2	persisted	VBD
6056	15	cash	NN
5987	39	.	.
2013	0	But	CC
273	30	and	CC
3860	13	fixing	VBG
4167	10	went	VBD
5304	20	nor	CC
3788	10	as	IN
394	0	She	PRP
583	17	the	DT
6075	34	31	CD
5650	15	?	.
5828	6	of	IN
520	1	the	DT
1763	4	it	PRP
1875	0	Then	RB
3965	11	with	IN
3344	5	,	,
2253	18	?	.
3224	*	*	*
526	7	around	RB
2946	2	,	,
4473	3	began	VBD
3899	0	Because	IN
692	10	child	NN
5761	6	and	CC
4444	12	.	.
3633	*	*	*
1050	26	and	CC
590	1	peasant	NN
519	0	In	IN
3380	5	can	MD
3676	7	chess	NNS
5013	2	really	RB
1607	33	bureau	NN
3610	17	.	.
5815	12	the	DT
1809	5	the	DT
791	5	her	PRP$
792	6	husband	NN
5003	6	's	POS
1855	9	would	MD
1980	1	this	DT
3233	8	,	,
3598	5	's	POS
933	31	and	CC
3963	9	not	RB
5658	6	that	WDT
4179	22	than	IN
4026	5	this	DT
4116	9	originally	RB
988	12	give	VB
4694	1	month	NN
3453	17	our	PRP$
5562	27	established	VBN
3778	0	At	IN
5105	8	thursday	NN
3093	21	profits	NNS
3155	6	business	NN
3201	0	Do	VBP
4912	4	quit	VBN
1098	36	organizing	VBG
5055	27	?	.
2844	15	service	NN
886	10	the	DT
6013	24	moment	NN
5314	30	still	RB
515	23	the	DT
5621	10	are	VBP
1453	1	in	IN
3553	17	maybe	RB
3609	16	changed	VBN
2506	16	be	VB
2994	6	raising	VBG
3999	22	difficulty	NN
5775	20	police	NNS
906	4	those	DT
28	11	areas	NNS
2507	17	able	JJ
2428	10	.	.
762	9	Shanxi	NNP
3747	6	as	IN
284	2	Education	NNP
686	4	her	PRP$
2353	9	agree	VB
4898	6	really	RB
21	4	caused	VBN
2752	16	an	DT
885	9	that	IN
917	15	they	PRP
1040	16	Center	NNP
1265	1	,	,
5266	23	on	IN
277	34	damaged	VBN
2084	4	,	,
1245	*	*	*
2382	*	*	*
571	5	organization	NN
1435	1	you	PRP
3902	3	of	IN
1247	1	class	NN
3526	3	,	,
2514	24	the	DT
1007	1	the	DT
4543	19	on	IN
5271	28	but	CC
2064	1	the	DT
5376	24	together	RB
1690	23	a	DT
5252	9	Vojislav	NNP
1985	6	to	TO
294	12	Youth	NNP
1547	5	agricultural	JJ
2012	*	*	*
588	*	*	*
3329	23	organizing	NN
2403	20	on	RP
2129	9	,	,
3998	21	objective	JJ
5329	3	are	VBP
3741	0	Our	PRP$
3508	12	The	DT
2719	10	and	CC
4521	25	talk	VB
5546	11	bring	VB
5552	17	streets	NNS
556	16	association	NN
2469	8	this	DT
3738	8	body	NN
4286	18	300	CD
5008	11	contributed	VBN
1716	11	pay	VB
2604	3	nature	NN
5019	8	family	NN
1704	*	*	*
2139	5	faithfully	RB
3239	14	service	NN
2383	0	Originally	RB
4311	1	they	PRP
1285	2	,	,
5181	20	cue	NN
5441	15	is	VBZ
3930	12	able	JJ
4603	*	*	*
1591	17	and	CC
6047	6	Partnership	NNP
2162	8	credit	NN
2396	13	,	,
317	42	.	.
5467	5	on	IN
3111	5	your	PRP$
4036	4	to	TO
795	9	chemical	NN
3020	7	not	RB
1711	6	'd	MD
3387	12	?	.
36	19	and	CC
4549	2	in	IN
913	11	to	TO
3972	1	were	VBD
4133	5	the	DT
974	72	.	.
983	7	come	VB
5527	23	kind	NN
1418	1	December	NNP
1560	18	those	DT
4135	7	has	VBZ
5168	7	trying	VBG
4265	16	problems	NNS
1355	12	more	JJR
5778	23	were	VBD
987	11	to	TO
2682	16	.	.
1640	14	shape	NN
1290	7	.	.
3681	12	real	JJ
1380	1	villagers	NNS
1933	34	confiscate	VB
5121	24	the	DT
3160	11	your	PRP$
2030	17	.	.
892	16	to	TO
4069	14	,	,
4255	6	Bing	NNP
2	2	Agency	NNP
2109	3	well	UH
849	9	,	,
2737	1	was	VBD
2466	5	way	NN
1914	15	to	TO
1596	22	in	IN
1913	14	wanted	VBD
5934	0	He	PRP
2736	0	And	CC
726	17	was	VBD
53	1	the	DT
1796	*	*	*
3845	6	.	.
2553	1	how	WRB
2800	2	no	DT
936	34	think	VB
5017	6	,	,
824	9	giving	VBG
4321	11	'd	MD
3401	12	?	.
1389	10	they	PRP
3564	0	So	RB
884	8	discovered	VBD
1868	6	all	DT
10	10	reporters	NNS
3415	12	women	NNS
1463	11	training	NN
806	5	the	DT
4783	12	system	NN
4068	13	done	VBN
2108	2	,	,
5138	3	supporters	NNS
6041	0	SANTA	NNP
2234	*	*	*
963	61	go	VB
4494	5	.	.
2632	11	50	CD
704	2	would	MD
431	3	the	DT
4388	2	absolutely	RB
145	16	7	CD
2033	1	then	RB
5106	9	when	WRB
1165	25	to	TO
3500	4	,	,
2050	4	down	RP
3760	2	rained	VBD
2624	3	in	IN
4484	4	it	PRP
4435	3	we	PRP
5451	1	is	VBZ
4716	12	and	CC
4361	10	,	,
2424	6	job	NN
1262	16	.	.
1771	12	money	NN
3511	15	,	,
271	28	disinfection	NN
244	1	leaders	NNS
5911	12	today	NN
4572	2	short	JJ
2032	0	But	CC
4808	14	number	NN
813	12	.	.
3810	10	always	RB
4943	35	money	NN
1804	0	So	RB
4346	9	shares	NNS
2461	0	Zheng	NNP
545	5	smoothly	RB
3241	*	*	*
738	29	lives	NNS
310	28	initiate	VB
3521	25	.	.
1131	14	out	RP
6001	12	Vojislav	NNP
4111	4	that	WDT
2769	9	how	WRB
920	18	into	IN
3587	11	120	CD
3959	5	institution	NN
38	21	number	NN
4459	13	because	IN
4278	10	,	,
2983	7	I	PRP
6080	2	is	VBZ
2667	1	,	,
3223	22	.	.
1182	0	Then	RB
614	13	to	TO
5983	35	streets	NNS
1466	14	I	PRP
4497	1	said	VBD
3042	9	of	IN
934	32	they	PRP
2419	1	1999	CD
5495	33	little	JJ
5872	4	the	DT
826	11	training	NN
1521	12	and	CC
2930	18	business	NN
4232	16	registered	VBN
628	8	's	POS
4430	27	.	.
3853	6	village	NN
390	3	Zheng	NNP
4345	8	ten	CD
5943	9	for	IN
3990	13	wanted	VBD
400	6	that	DT
3359	5	it	PRP
46	29	damaged	VBN
5842	20	there	RB
6004	15	do	VB
3642	8	and	CC
3726	5	council	NN
5942	8	representative	NN
2421	3	Bing	NNP
1750	0	But	CC
5889	21	international	JJ
4983	2	let	VBP
4062	7	very	RB
338	1	End	NN
215	20	departments	NNS
3663	12	the	DT
1341	13	.	.
5569	34	level	NN
3894	6	,	,
3640	6	performance	NN
329	10	yuan	NNS
3004	16	,	,
5819	16	government	NN
3115	9	money	NN
5984	36	here	RB
2322	*	*	*
4197	14	registered	VBN
3549	13	and	CC
1458	6	'98	CD
171	42	opening	NN
4203	20	of	IN
5096	*	*	*
3569	0	I	PRP
4226	10	peasants	NNS
6093	15	.	.
5012	1	you	PRP
938	36	So	NN
60	8	disaster	NN
1240	20	from	IN
5085	14	and	CC
2120	0	The	DT
1524	15	municipal	JJ
153	24	Yueqing	NNP
481	4	can	MD
4460	14	we	PRP
3920	2	we	PRP
1762	3	,	,
750	41	smile	NN
1785	3	n't	RB
4501	5	go	VB
2711	2	,	,
4920	12	own	JJ
4193	10	'	POS
1333	5	to	IN
5418	37	he	PRP
2854	25	capital	NN
186	10	to	TO
1136	19	technology	NN
2058	12	mortgage	VB
5098	1	drama	NN
148	19	go	VB
4124	17	now	RB
3363	9	the	DT
4788	17	in	IN
2866	8	your	PRP$
3776	18	.	.
1386	7	production	NN
5758	3	the	DT
5035	7	organizing	VBG
3629	17	the	DT
5480	18	Milosevic	NNP
4797	3	we	PRP
3028	2	investigated	VBD
2969	12	all	DT
5286	2	of	IN
1708	3	think	VB
2953	9	capital	NN
454	13	door	NN
609	8	came	VBD
4263	14	succession	NN
4826	0	This	DT
5157	22	than	IN
2074	11	the	DT
4052	5	agreed	VBD
5361	9	when	WRB
1622	12	of	IN
4683	1	quality	NN
5331	5	different	JJ
40	23	with	IN
2089	9	to	IN
3924	6	,	,
2175	21	.	.
74	22	themselves	PRP
4870	4	overcome	VB
6011	22	at	IN
2657	11	come	VB
3180	10	,	,
2076	13	also	RB
441	0	The	DT
2051	5	your	PRP$
2541	23	peasants	NNS
1301	9	expected	VBN
3430	27	kindergarten	NN
1304	0	Nearby	JJ
236	41	can	MD
5071	0	This	DT
2599	22	?	.
4616	12	capital	NN
2573	8	no	DT
3280	10	is	VBZ
3186	16	did	VBD
3953	*	*	*
2768	8	,	,
4831	5	year	NN
4223	7	operated	VBN
2106	0	I	PRP
2679	13	up	RP
2761	1	,	,
4688	6	're	VBP
1387	8	issue	NN
5718	7	sort	NN
5780	25	the	DT
1279	15	of	IN
5972	24	because	IN
1555	13	the	DT
5506	2	Mr.	NNP
3190	*	*	*
4566	19	own	JJ
4802	8	quality	NN
